#obs1_mean obs1_lower obs1_upper obs2_mean obs2_lower obs2_upper strehl_set m1 m1_err c1 c1_err m2 m2_err c2 c2_err m1_nc m1_err_nc c1_nc c1_err_nc m2_nc m2_err_nc c2_nc c2_err_nc wBin/wTot psf_e1 psf_e2 psf_size Nobj m1_err_BS m2_err_BS c1_err_BS c2_err_BS m1_err_BS_nc m2_err_BS_nc c1_err_BS_nc c2_err_BS_nc mag_in_avg size_in_avg mag_out_avg
7.949352920116044 3.625495 8.749443627217554 0.2550907064174065 0.13009224233264982 0.3001324772440005 -99 -0.4629519409780089 0.07842705460151733 -0.003777928993261862 0.002235173356156358 -0.5084576135512341 0.10745976063589618 -0.0004639807187495958 0.0030178029697390005 -0.5682424929673152 0.06389597756936366 -0.0025724966063558584 0.0018210372112817833 -0.6136250262813071 0.08495312417018969 0.003047865910269129 0.0023857469179414527 0.002499689885386911 -0.004416050393910989 -0.011328559320234315 1.9681029178875056 3979 0.10696165718189243 0.1521878500771429 0.0025254192281772333 0.004151751707534673 0.08535049322567038 0.11733553219868638 0.0019070635121463356 0.0032354912746492812 23.43696547920153 0.7635659019166663 24.12690818621395
7.91586119387263 3.625495 8.749443627217554 0.32569901314355804 0.3001324772440005 0.348728212817993 -99 -0.11595152346882018 0.09217196469199099 0.0009748647232020984 0.0026361462875009486 -0.4098146142969817 0.05305095424508303 -0.003322662325348309 0.0014843765700079282 -0.2840446813546041 0.07242533710103867 0.0011299852944085947 0.002071386641354762 -0.5186541862796822 0.04369040506826978 0.0008606975108414589 0.0012224664857094201 0.002500196724916034 -0.004416050393910989 -0.011328559320234315 1.9681029178875056 4739 0.07944671854507966 0.04889219603318522 0.0018327651022637872 0.0013125796334436397 0.06702065741166154 0.04071948296245571 0.0014245862728368087 0.0011043205063379726 23.647889408042317 0.5779936569083812 24.173006767324818
7.9171672805514115 3.625495 8.749443627217554 0.36728002081517935 0.348728212817993 0.38498613676391386 -99 -0.13422953493569612 0.1870747322156364 0.0031296914827301683 0.005364401646035563 -0.15227603329253203 0.14303865740190047 -0.0014359598175599554 0.00399128517495314 -0.2964167644094811 0.15404141566194235 0.0029413180316463384 0.0044171657183461705 -0.311931196116119 0.12208050636967115 0.002952245200591716 0.0034064785467316557 0.0024999476175780245 -0.004416050393910989 -0.011328559320234315 1.9681029178875056 5222 0.17887471074173855 0.14697807895166473 0.0048231875752085505 0.004177277957081055 0.14231484113354892 0.11600625408956426 0.003795835111311537 0.0034596486516665585 23.75986542701663 0.49232416065988244 24.191293140574615
7.889808719364888 3.625495 8.749443627217554 0.4007635529853519 0.38498613676391386 0.41554235777191334 -99 -0.22346970841890976 0.09621619068275099 0.009134729610456443 0.0027226285219442447 -0.1473347253431973 0.07911820133637587 0.006386588341180641 0.0022380153497314546 -0.36942860846189657 0.07779614618410653 0.007997299407986588 0.0022013966392937204 -0.2985198350389933 0.06183111031155472 0.00912592236560275 0.001749015732111153 0.00250001343038358 -0.004416050393910989 -0.011328559320234315 1.9681029178875056 5873 0.06997686248555594 0.087173746785816 0.002492329829849152 0.0015420587198084303 0.060985230941330654 0.067873034212283 0.002155798330468603 0.0012966781843712501 23.83669432967116 0.44488412392382765 24.217688458932148
7.86348522461649 3.625495 8.749443627217554 0.4293865782872122 0.41554235777191334 0.4425732599128429 -99 -0.39004358385464843 0.16068140390406144 0.0030897642578954117 0.004566338498894244 -0.013148189004870768 0.05018288867686095 0.0027663598175470296 0.0014133995980059571 -0.5084448908579167 0.13165963371789174 0.003197685009953987 0.003741580695537321 -0.20599741465218038 0.04337562451295167 0.006229043027946991 0.0012216733430439365 0.0025000739501685482 -0.004416050393910989 -0.011328559320234315 1.9681029178875056 6420 0.13503785995708686 0.04625062714262464 0.005046489578867412 0.0015046380617298248 0.11144857894066365 0.04299839289878178 0.0040839435179723625 0.00127189140716931 23.889767920918743 0.40964790032121284 24.233444600863724
7.85936992985087 3.625495 8.749443627217554 0.45523478795648253 0.4425732599128429 0.46762264489798827 -99 -0.19484601507815233 0.11716989329684126 0.006844894444437791 0.0032921784118301054 -0.10532398915021426 0.15223575705143227 0.0030005448009291107 0.004336505595658956 -0.362475449774454 0.09297057998979459 0.005800912323419555 0.0026122387664760686 -0.279100114112554 0.1204337767383678 0.006523431557818341 0.0034306116836194576 0.002500226900965905 -0.004416050393910989 -0.011328559320234315 1.9681029178875056 7117 0.10899999234405053 0.17439396457811354 0.0033357882789188343 0.004608627831006574 0.08498607806876926 0.13617764383065287 0.002677059029691126 0.0034752226738354016 23.93094756651814 0.3864821546579812 24.249945064686255
7.849775108989777 3.625495 8.749443627217554 0.4792143887974175 0.46762264489798827 0.4903065495111684 -99 0.12836777281188705 0.08174161839901507 0.00516615318886722 0.0023190326750917086 0.07470741333901391 0.12812229987139634 -0.004169348278619697 0.0036148511693756586 -0.08550779620078834 0.06738215838528487 0.004666141114752985 0.0019116507467735464 -0.1545689452288036 0.10523564992075235 0.00048804130293607015 0.0029691262377730134 0.0024996417378552963 -0.004416050393910989 -0.011328559320234315 1.9681029178875056 7740 0.08768137925077812 0.2068953689911781 0.0015057586419767687 0.0036203792709768984 0.0719147140181915 0.16835232163844838 0.0012683646832825832 0.0028836748651975604 23.97617328392617 0.3634210957537967 24.26767184714928
7.8542611845535975 3.625495 8.749443627217554 0.5013108449777601 0.4903065495111684 0.5120833031905541 -99 0.07507163493225773 0.09136837001965468 -0.0009851429266285834 0.0025720804006843403 -0.032538379526460715 0.12255039581572852 0.0025709901568024417 0.003484458188484877 -0.14795885153289667 0.07470848962797091 -0.0005037223689371972 0.0021030934664558456 -0.24235104220561707 0.10008184745614106 0.006306537764640783 0.002845613510721815 0.0025001580187916633 -0.004416050393910989 -0.011328559320234315 1.9681029178875056 8344 0.1427348525456362 0.10908264680376009 0.0034007024086303763 0.0031306785171736073 0.10989316999815603 0.08760560639153055 0.002333220515099235 0.0024978680279482096 24.017979854141444 0.34049669696374685 24.29208443505162
7.833377892282867 3.625495 8.749443627217554 0.522804450501133 0.5120833031905541 0.5336472203857399 -99 -0.09845428676293146 0.19087316036076657 0.005636259794582773 0.005410170936193325 -0.20785016522337962 0.15387057375234042 0.006156226731447634 0.004345262831512212 -0.30650441299780096 0.15098446253173609 0.004875338961977254 0.00427955312919386 -0.37073160966167634 0.12554741961920976 0.008801331479946786 0.0035454247986033663 0.002500247970978983 -0.004416050393910989 -0.011328559320234315 1.9681029178875056 9183 0.1476017612689929 0.18840528946508203 0.003958971236095309 0.002892682861934421 0.1175023820030344 0.15056375937758465 0.003098407997431218 0.0022799916736303645 24.04036625603578 0.3250711898444663 24.294977730126078
7.828311018228245 3.625495 8.749443627217554 0.544014615335115 0.5336472203857399 0.5544006889184914 -99 -0.1405331197671607 0.08016702746323458 0.003951601028595278 0.0022630479837026296 0.13446215960707653 0.12393034000793203 0.000109917958329767 0.003514050126724796 -0.32854132335459574 0.06309519107871722 0.0036740540487813656 0.0017811243417380177 -0.12137622088245985 0.10339845032278554 0.0035853531905467835 0.0029318669236088916 0.0024998074181484435 -0.004416050393910989 -0.011328559320234315 1.9681029178875056 9887 0.07981891996419861 0.10588846476914256 0.002305147069698585 0.0034942566950295437 0.06568281882694413 0.09108767090896606 0.0017921580448339077 0.0028960283202553593 24.070160718692534 0.31354463656345866 24.31955876655665
