#obs1_mean obs1_lower obs1_upper obs2_mean obs2_lower obs2_upper strehl_set m1 m1_err c1 c1_err m2 m2_err c2 c2_err m1_nc m1_err_nc c1_nc c1_err_nc m2_nc m2_err_nc c2_nc c2_err_nc wBin/wTot psf_e1 psf_e2 psf_size Nobj m1_err_BS m2_err_BS c1_err_BS c2_err_BS m1_err_BS_nc m2_err_BS_nc c1_err_BS_nc c2_err_BS_nc mag_in_avg size_in_avg mag_out_avg
10.664832436895272 3.462683 12.905312566367943 0.20593400039928686 0.07681562780444964 0.24510068837425672 -99 -0.25088714165620873 0.094748461115022 0.0028945101575455438 0.0026721380090026026 -0.23357752367446402 0.08940363569439636 -1.9082370274785654e-05 0.002537413821536722 -0.35792201967002013 0.08447770091272352 0.0018985649658370806 0.002382477419705167 -0.34827953338916656 0.07739064021795024 0.001006882411000911 0.0021964636482652987 0.0024997881144543143 -0.003985324262264562 -0.010155811276259042 2.02559686352846 5126 0.07928132828005266 0.10594417016734185 0.00196291623047674 0.0023153108127223158 0.07080174881224753 0.0918465264487794 0.0017408610180331672 0.0020374858177225554 22.565302956556117 1.2177251742295063 23.276204688932435
10.60929106044686 3.462683 12.905312566367943 0.27037720507508284 0.24510068837425672 0.2923588919441664 -99 -0.08919265054569764 0.07228079434159322 -0.0012470886205480337 0.0020301504354886066 -0.25902455050807816 0.15054418870476 0.002353840959599539 0.004289865646188124 -0.2162166700554619 0.06207784028456921 -0.0019231527391504989 0.0017435802576187013 -0.35321682914916863 0.1320058465063978 0.0037726899389527667 0.0037616023120170105 0.002500391345976992 -0.003985324262264562 -0.010155811276259042 2.02559686352846 5567 0.05670192252137612 0.09320126436737738 0.0019488098579665523 0.003521591455764294 0.04934697538591746 0.08179599877270638 0.0017096692359707493 0.0030329315321569413 22.950061583710546 0.8329223352632276 23.456789157782186
10.652280178609118 3.462683 12.905312566367943 0.31162934755463345 0.2923588919441664 0.32969169472810445 -99 -0.2864610257009123 0.0485706894228539 -0.005490079889195224 0.0013820914191568648 -0.05157707094892903 0.08431193554545048 0.002432134137599165 0.002371515932614552 -0.38183181588702475 0.040786358938042916 -0.0053978851391686174 0.0011605862614902515 -0.1602248058188347 0.07736844263697115 0.004224727991476249 0.0021762102713899618 0.002500050701300229 -0.003985324262264562 -0.010155811276259042 2.02559686352846 5862 0.053300987945016406 0.07443005650219309 0.0014927614267388296 0.0018377026593080798 0.047564804254355914 0.06753767226520693 0.001325662939414848 0.0017299287139074893 23.115960854209405 0.6791412953023614 23.52200940375493
10.656004750458573 3.462683 12.905312566367943 0.34627610762214606 0.32969169472810445 0.3623341749371984 -99 -0.1023361276074355 0.09503931603602135 0.001505014455954407 0.00270699977767418 -0.25622688948351974 0.1103029937923723 0.0039594419803150056 0.003099523387798944 -0.19737418843332188 0.07971764938482714 0.0006171977476190565 0.0022705936093379165 -0.34671029657155406 0.0969682280512744 0.005576584910441421 0.002724815249099834 0.0024996093202831163 -0.003985324262264562 -0.010155811276259042 2.02559686352846 6146 0.1195373106352698 0.13842935403075965 0.0032440356668540214 0.003002753886455234 0.10061339065236632 0.12538665583632866 0.0026489150639096275 0.002766138035525263 23.211952482138667 0.600520733608389 23.57436704740883
10.681721427432118 3.462683 12.905312566367943 0.37709682278701206 0.3623341749371984 0.3915597794581992 -99 -0.20340370973267674 0.09257336272553227 -0.00048688150702878516 0.002608755882030705 -0.05829649857225196 0.13632898874330127 0.003815629273883365 0.0038722235217785693 -0.2856663368302735 0.08343937339742329 -0.001270063363308277 0.0023513569051401917 -0.14624033121712057 0.1244450922849592 0.0061268430034882625 0.0035346787968866386 0.0025002427828059366 -0.003985324262264562 -0.010155811276259042 2.02559686352846 6447 0.05819499490885119 0.13569561333248928 0.001917106855465533 0.00418223922200473 0.050946032377403534 0.12884941518408058 0.0017903630192560634 0.0039051528067477075 23.30038162493599 0.5299873251636068 23.614203987794657
10.683287188920287 3.462683 12.905312566367943 0.40576944362390804 0.3915597794581992 0.41963007090379956 -99 0.0030370454049876887 0.11444548229301545 -0.005979640208506015 0.0032471289149644637 -0.06259330900789543 0.1541138763784737 0.0017750431114237186 0.004347795415403522 -0.09450508389323052 0.10218886995471702 -0.00626865080702413 0.002899388531780343 -0.164869476553525 0.14188165798976346 0.004238801629771244 0.004002705898191979 0.0024999436621013942 -0.003985324262264562 -0.010155811276259042 2.02559686352846 6812 0.07388730899722877 0.15346870851136665 0.002873359158700388 0.0028463244995904917 0.0646849626081913 0.14072255257743857 0.002628868408794577 0.0026070454762661447 23.36131528306916 0.47555063121022995 23.640527603539738
10.676329322758338 3.462683 12.905312566367943 0.4332429783533635 0.41963007090379956 0.4466651829205849 -99 0.011499575385803517 0.07816828191322776 0.0025133316600748253 0.0022307614020407145 -0.0047619892798139146 0.18372782757441233 0.00043044567649904196 0.005152516472731976 -0.09578600000343034 0.07497273855580847 0.0020465696406009636 0.0021395688528212556 -0.09455320469278779 0.1629441808761848 0.0031953326920454057 0.004569660717109783 0.0024998100314034782 -0.003985324262264562 -0.010155811276259042 2.02559686352846 7163 0.06364966094679794 0.16422911847186272 0.0021596162514075706 0.004406000387175154 0.06161659611503099 0.15069526865588087 0.0021474062561937465 0.003908472897742384 23.421898711675418 0.43187617104416876 23.67643714840979
10.681948154527053 3.462683 12.905312566367943 0.45956677207261376 0.4466651829205849 0.4724203660528093 -99 0.020972621696722978 0.11871582947510131 -0.00010014645127971428 0.0033716403525889905 -0.02077872389839614 0.15736847052748543 0.004206122286941999 0.004435093627171127 -0.08360309395418557 0.10590785566143741 -0.0010887446534219279 0.0030078832166396305 -0.11492956589738612 0.14281745937577436 0.0066678501162529755 0.004025004118011266 0.002500010553185635 -0.003985324262264562 -0.010155811276259042 2.02559686352846 7515 0.10148226297618912 0.17611438271960994 0.003317116544331999 0.004970998983562154 0.09220729959142926 0.16068136142820347 0.0030190185706682896 0.00456728609892446 23.468412725298744 0.3952249783386256 23.696352856790696
10.716296300901707 3.462683 12.905312566367943 0.4851775983369569 0.4724203660528093 0.49781077720536554 -99 -0.0010904545997670971 0.137346533823581 -0.005202195738893745 0.0038736944538497755 0.18507006533879986 0.11575033404001837 -0.001889521660450227 0.0032849949306793763 -0.09629253011034306 0.12603482985223566 -0.005733061833564512 0.003554670546011565 0.08268001510136903 0.10764554771215208 0.0013421284252384772 0.0030549806241175932 0.002500303026015406 -0.003985324262264562 -0.010155811276259042 2.02559686352846 7931 0.16172029483256137 0.12432955178012373 0.0035195414886797487 0.0033078045043266574 0.1504309821478658 0.11126293117191188 0.003300233544463619 0.002978146720101129 23.511992164667202 0.36043943654115185 23.71923312621027
10.739380041647818 3.462683 12.905312566367943 0.5100261743672434 0.49781077720536554 0.5221199630023036 -99 0.22873639518301717 0.09944294445647152 0.001718295415154575 0.002814216076945396 0.027987157304635895 0.14666238205814344 0.0057563495948029985 0.004148249247970165 0.10723618061208 0.08988328178637338 0.00015405729680708128 0.0025436782758651833 -0.08053417306502929 0.1351752773906706 0.008473869430630084 0.0038233451830556758 0.002499819485691205 -0.003985324262264562 -0.010155811276259042 2.02559686352846 8349 0.1255452333599813 0.10822539533687384 0.002633091901007694 0.0034407567762180908 0.11485550552205934 0.10288313412169704 0.002412164636464417 0.003207458905313566 23.55383208913048 0.3351615695730651 23.745735086829573
